,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,emotion
217,"Not to be a rumor monger, but this was a good read å_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Google,Positive emotion,pos
218,HOBO WITH A SHOTGUN iPhone game {link} #sxsw,Apple,No emotion toward brand or product,neg
219,Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,Apple,Positive emotion,neg
220,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Apple,Positive emotion,pos
221,Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,Apple,No emotion toward brand or product,neg
222,Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,Apple,No emotion toward brand or product,pos
223,Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,Apple,Positive emotion,pos
224,Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},Google,No emotion toward brand or product,pos
225,"google is about search, but local' marissa mayer #sxsw",Google,No emotion toward brand or product,pos
226,Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,Google,No emotion toward brand or product,pos
227,Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,Google,No emotion toward brand or product,neg
228,Questions about what's inside the iPad 2? Fire them my way. #sxsw,Apple,No emotion toward brand or product,pos
229,Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,Apple,No emotion toward brand or product,neg
230,Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},Apple,No emotion toward brand or product,pos
231,Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,Apple,No emotion toward brand or product,pos
232,Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},none,No emotion toward brand or product,neg
233,"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",Apple,Negative emotion,neg
234,Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,Apple,Positive emotion,neg
235,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",Google,No emotion toward brand or product,pos
236,I meant I also wish I  at #SXSW #dyac stupid iPhone!,Apple,Negative emotion,neg
237,"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,I can't tell,pos
238,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,Apple,No emotion toward brand or product,pos
239,Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},Android,No emotion toward brand or product,pos
240,Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,Positive emotion,pos
241,What does an Apple security guy after he locks up the store..... #sxsw - {link},Apple,No emotion toward brand or product,neg
242,What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,Apple,No emotion toward brand or product,neg
243,How I got an iPad 2 during #SXSW!  {link} cc @mention,Apple,No emotion toward brand or product,neg
244,picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,Apple,Positive emotion,neg
245,Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,Positive emotion,pos
246,GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,Google,No emotion toward brand or product,neg
247,@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},Apple,No emotion toward brand or product,pos
248,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},Apple,No emotion toward brand or product,neg
249,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},Apple,No emotion toward brand or product,neg
250,"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",Apple,No emotion toward brand or product,pos
251,marketing and sales GENIUS: {link} #Apple #SXSW,Apple,Positive emotion,pos
252,"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",Android,No emotion toward brand or product,pos
253,Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,Android,No emotion toward brand or product,pos
254,iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},Android,No emotion toward brand or product,pos
255,"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",Google,No emotion toward brand or product,pos
256,Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,Google,No emotion toward brand or product,neg
257,"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",Apple,Positive emotion,neg
258,Did u see anything on Google's Circles at the #sxsw? @mention @mention,Google,No emotion toward brand or product,neg
259,The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,Apple,Positive emotion,neg
260,Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},Android,No emotion toward brand or product,pos
261,"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",Apple,Negative emotion,neg
262,the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,Apple,Positive emotion,neg
263,My iPhone app screen for #sxsw what am I missing?   {link},Apple,No emotion toward brand or product,pos
264,Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Android,Positive emotion,pos
265,The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,No emotion toward brand or product,neg
266,Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,Apple,No emotion toward brand or product,pos
267,"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",Apple,No emotion toward brand or product,pos
268,Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,Negative emotion,pos
269,Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,Positive emotion,pos
270,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,Positive emotion,pos
271,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,Apple,Positive emotion,pos
272,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},Apple,No emotion toward brand or product,pos
273,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,Positive emotion,pos
274,"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",Apple,No emotion toward brand or product,pos
275,ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,pos
276,ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,Positive emotion,pos
277,ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Apple,Negative emotion,pos
278,#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,Apple,No emotion toward brand or product,pos
279,#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,Apple,No emotion toward brand or product,pos
280,"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",Apple,Positive emotion,pos
281,"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,Positive emotion,pos
282,"At #SXSW, Apple schools the marketing experts  {link}",Apple,No emotion toward brand or product,pos
283,"At #SXSW, Apple schools the marketing experts {link}",Apple,Positive emotion,pos
284,"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion,pos
285,"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Apple,Positive emotion,pos
286,"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,Positive emotion,pos
287,"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,Positive emotion,pos
288,ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ @mention there's still time :),Apple,Positive emotion,pos
289,ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,Apple,No emotion toward brand or product,pos
290,@mention  Apple Store on Congress  {link} #sxsw #austin,Apple,No emotion toward brand or product,pos
291,&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Apple,Negative emotion,pos
292,2wks only Apple Store in 6th Austin street is now opened. #sxsw,Apple,No emotion toward brand or product,pos
293,A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,Apple,No emotion toward brand or product,pos
294,Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Apple,Positive emotion,neg
295,Temporary Apple store at #sxsw - huge line. {link},Apple,No emotion toward brand or product,pos
296,Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,Apple,Positive emotion,neg
297,Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Apple,Positive emotion,pos
298,"Temporary apple store for #sxsw, line goes around the block {link}",Apple,No emotion toward brand or product,pos
299,Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,Apple,No emotion toward brand or product,pos
300,Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Apple,Positive emotion,pos
301,Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Apple,Positive emotion,pos
302,The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,Apple,No emotion toward brand or product,pos
303,Base Camp Apple.  #SXSW {link},Apple,No emotion toward brand or product,pos
304,iPad news apps 'so last year' at #SXSW {link},Apple,Negative emotion,pos
305,10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},Apple,Positive emotion,pos
306,Now there are 150 million mobile google maps users @mention #sxsw,Google,Positive emotion,pos
307,The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,Apple,No emotion toward brand or product,pos
308,And a few are Android too RT @mention 10 New Mobile Apps IÛªll Be Using atåÊ#SXSW  {link},Android,Positive emotion,pos
309,"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",Android,No emotion toward brand or product,pos
310,"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",Apple,Positive emotion,neg
311,"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",Apple,No emotion toward brand or product,neg
312,"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",Google,No emotion toward brand or product,pos
